name,domain,address,type,id.jisc,id.ukprn,id.isni,id.ringgold,id.gokb,id.ncsu-olnd-uri,id.viaf,id.freebase-uri,id.lccn,id.dbpedia-uri,id.dnb-uri,id.juliet,id.doi,funder_group,membership_org
101 Communications,,,Publisher,,,,,1,http://www.lib.ncsu.edu/ld/onld/00000326,158163150,,,,,,,,false
3-R Executive Systems,,,Publisher,,,,,10,http://www.lib.ncsu.edu/ld/onld/00000263,,,,,,,,,false
University of Georgia College of Veterinary Medicine,,,Publisher,,,,,10003,http://www.lib.ncsu.edu/ld/onld/00001420,137217628,http://rdf.freebase.com/ns/m/0f_l8g,n81086345,http://dbpedia.org/resource/University_of_Georgia_College_of_Veterinary_Medicine,,,,,false
University of Hawaii at Manoa. Art Gallery,,,Publisher,,,000000012220538X,,10016,http://www.lib.ncsu.edu/ld/onld/00001139,264845503,,n81142166,,,,,,false
American Bar Foundation,,,Publisher,,,0000000112299095,,1002,http://www.lib.ncsu.edu/ld/onld/00000523,122255994,http://rdf.freebase.com/ns/m/08qj21,n80126283,http://dbpedia.org/resource/American_Bar_Foundation,,,,,false
University of Hawaii Press,,,Publisher,,,0000000092052481,,10021,http://www.lib.ncsu.edu/ld/onld/00001921,134900446,http://rdf.freebase.com/ns/m/028bvxw,n82273872,http://dbpedia.org/resource/University_of_Hawaii_Press,,,,,false
University of Idaho Press,,,Publisher,,,,,10028,http://www.lib.ncsu.edu/ld/onld/00001922,,http://rdf.freebase.com/ns/m/02pjjqc,,http://dbpedia.org/resource/University_of_Idaho_Press,,,,,false
University of Illinois at Urbana-Champaign. Department of Landscape Architecture,,,Publisher,,,0000000123081761,,10032,http://www.lib.ncsu.edu/ld/onld/00001140,261882513,,n80073689,,,,,,false
University of Illinois at Urbana-Champaign. College of Engineering,,,Publisher,,,,,10037,http://www.lib.ncsu.edu/ld/onld/00001806,143617294,http://rdf.freebase.com/ns/m/03w0g3,n50049209,http://dbpedia.org/resource/UIUC_College_of_Engineering,,,,,false
University of Illinois Press,,,Publisher,,,0000000114061312,,10043,http://www.lib.ncsu.edu/ld/onld/00001471,122554477,http://rdf.freebase.com/ns/m/m/074bb8,n92005943,http://dbpedia.org/resource/University_of_Illinois_Press,,,,,false
University of Kansas. Natural History Museum,,,Publisher,,,0000000122852747,,10050,http://www.lib.ncsu.edu/ld/onld/00001472,127156448,http://rdf.freebase.com/ns/m/08lppj,no95020062,http://dbpedia.org/resource/University_of_Kansas_Natural_History_Museum,,,,,false
University of London Press,,,Publisher,,,0000000123241649,,10057,http://www.lib.ncsu.edu/ld/onld/00001923,138712609,http://rdf.freebase.com/ns/m/05qj7tg,no2002094046,,,,,,false
University of London. Institute of Historical Research,,,Publisher,,,0000000119418034,,10063,http://www.lib.ncsu.edu/ld/onld/00002181,266515942,http://rdf.freebase.com/ns/m/0bltby,n50045646,http://dbpedia.org/resource/Institute_of_Historical_Research,,,,,false
University of Louisville,,,Publisher,,,0000000121131622,,10070,http://www.lib.ncsu.edu/ld/onld/00001283,157940193,http://rdf.freebase.com/ns/m/0225bv,n82024982,http://dbpedia.org/resource/University_of_Louisville,,,,,false
University of Maine. Agricultural & Forest Experiment Station,,,Publisher,,,0000000121905229,,10077,http://www.lib.ncsu.edu/ld/onld/00001786,155587311,,no94020563,,,,,,false
University of Manitoba Press,,,Publisher,,,,,10082,http://www.lib.ncsu.edu/ld/onld/00000252,305387713,http://rdf.freebase.com/ns/m/0b6fzmq,,http://dbpedia.org/resource/University_of_Manitoba_Press,,,,,false
University of Massachusetts Amherst,,,Publisher,,,0000000121797838,,10087,http://www.lib.ncsu.edu/ld/onld/00001282,146867358,http://rdf.freebase.com/ns/m/01ky7c,n79043094,http://dbpedia.org/resource/University_of_Massachusetts_Amherst,,,,,false
American Bryological & Lichenological Society,,,Publisher,,,0000000110920458,,1009,http://www.lib.ncsu.edu/ld/onld/00000436,154631842,http://rdf.freebase.com/ns/m/06w9jqg,no96005455,http://dbpedia.org/resource/American_Bryological_and_Lichenological_Society,,,,,false
University of Massachusetts Press,,,Publisher,,,,,10094,http://www.lib.ncsu.edu/ld/onld/00001931,301661840,http://rdf.freebase.com/ns/m/02plfgt,no2013055544,http://dbpedia.org/resource/University_of_Massachusetts_Press,,,,,false
University of Miami,,,Publisher,,,0000000122870689,,10100,http://www.lib.ncsu.edu/ld/onld/00000350,133343347,http://rdf.freebase.com/ns/m/0lyjf,n79041995,http://dbpedia.org/resource/University_of_Miami,,,,,false
University of Miami Press,,,Publisher,,,,,10107,http://www.lib.ncsu.edu/ld/onld/00001932,306472544,,,,,,,,false
University of Michigan,,,Publisher,,,0000000121840672,,10110,http://www.lib.ncsu.edu/ld/onld/00001271,150312895,http://rdf.freebase.com/ns/m/07szy,n79021846,http://dbpedia.org/resource/University_of_Michigan,,,,,false
University of Michigan Press,,,Publisher,,,0000000090011168,,10117,http://www.lib.ncsu.edu/ld/onld/00001828,131373685,http://rdf.freebase.com/ns/m/0286tq5,n82111025,http://dbpedia.org/resource/University_of_Michigan_Press,,,,,false
University of Michigan. Institute for Social Research,,,Publisher,,,0000000119548269,,10124,http://www.lib.ncsu.edu/ld/onld/00001034,122910758,http://rdf.freebase.com/ns/m/0h55yrw,n79118936,http://dbpedia.org/resource/University_of_Michigan_Institute_for_Social_Research,,,,,false
University of Michigan. Library,,,Publisher,,,,,10131,http://www.lib.ncsu.edu/ld/onld/00001489,139007844,,n82080772,http://dbpedia.org/resource/University_of_Michigan_Library,,,,,false
University of Michigan. Taubman College,,,Publisher,,,,,10136,http://www.lib.ncsu.edu/ld/onld/00001415,306338332,http://rdf.freebase.com/ns/m/0c8jbs,no2004034454,http://dbpedia.org/resource/Taubman_College_of_Architecture_and_Urban_Planning,,,,,false
University of Minnesota,,,Publisher,,,0000000106565641,,10142,http://www.lib.ncsu.edu/ld/onld/00001281,122755482,http://rdf.freebase.com/ns/m/025v3k,n79043154,http://dbpedia.org/resource/University_of_Minnesota,,,,,false
University of Minnesota Law School,,,Publisher,,,000000012193082X,,10149,http://www.lib.ncsu.edu/ld/onld/00000380,129071954,http://rdf.freebase.com/ns/m/04ld32,n82067438,http://dbpedia.org/resource/University_of_Minnesota_Law_School,,,,,false
University of Minnesota Press,,,Publisher,,,0000000106702597,,10156,http://www.lib.ncsu.edu/ld/onld/00001833,146595780,http://rdf.freebase.com/ns/m/02873n_,n81140774,http://dbpedia.org/resource/University_of_Minnesota_Press,,,,,false
American Business Law Association,,,Publisher,,,0000000109416684,,1016,http://www.lib.ncsu.edu/ld/onld/00000570,133561992,,n81133603,,,,,,false
University of Minnesota. Veterinary Student Supply,,,Publisher,,,,,10163,http://www.lib.ncsu.edu/ld/onld/00001152,,,,,,,,,false
University of Missouri. Maize Genetics Cooperation Newsletter,,,Publisher,,,,,10165,http://www.lib.ncsu.edu/ld/onld/00001416,,,,,,,,,false
University of Nebraska Press,,,Publisher,,,0000000103775459,,10167,http://www.lib.ncsu.edu/ld/onld/00001933,155098548,http://rdf.freebase.com/ns/m/07wyg6,no2001016594,http://dbpedia.org/resource/University_of_Nebraska_Press,,,,,false
University of Nebraska State Museum,,,Publisher,,,0000000121108799,,10174,http://www.lib.ncsu.edu/ld/onld/00001417,141318471,http://rdf.freebase.com/ns/m/03pjpt,n50077485,http://dbpedia.org/resource/University_of_Nebraska_State_Museum,,,,,false
University of New Mexico,,,Publisher,,,0000000121888502,,10181,http://www.lib.ncsu.edu/ld/onld/00001272,153711430,http://rdf.freebase.com/ns/m/02482c,n79021418,http://dbpedia.org/resource/University_of_New_Mexico,,,,,false
University of New Mexico Press,,,Publisher,,,000000009478773X,,10188,http://www.lib.ncsu.edu/ld/onld/00001934,268637189,http://rdf.freebase.com/ns/m/02pnplj,no2002007460,http://dbpedia.org/resource/University_of_New_Mexico_Press,,,,,false
University of North Carolina at Chapel Hill,,,Publisher,,,0000000120977685,,10195,http://www.lib.ncsu.edu/ld/onld/00001830,149340970,http://rdf.freebase.com/ns/m/0bx8pn,n82047813,http://dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill,,,,,false
University of North Carolina at Chapel Hill. Library,,,Publisher,,,0000000100002282,,10202,http://www.lib.ncsu.edu/ld/onld/00001832,148587154,,n83054178,,,,,,false
University of North Carolina at Chapel Hill. School of Information and Library Science,,,Publisher,,,,,10207,http://www.lib.ncsu.edu/ld/onld/00001831,139649557,http://rdf.freebase.com/ns/m/0gky42y,n87838396,http://dbpedia.org/resource/University_of_North_Carolina_at_Chapel_Hill_School_of_Information_and_Library_Science,,,,,false
American Camping Association,,,Publisher,,,0000000102876258,,1021,http://www.lib.ncsu.edu/ld/onld/00000403,153592714,http://rdf.freebase.com/ns/m/0886ns,n79053025,http://dbpedia.org/resource/American_Camping_Association,,,,,false
University of North Carolina Center for Public Television,,,Publisher,,,,,10213,http://www.lib.ncsu.edu/ld/onld/00001797,148982264,,n85024481,,,,,,false
University of North Carolina Press,,,Publisher,,,0000000121528945,,10217,http://www.lib.ncsu.edu/ld/onld/00001829,265412814,http://rdf.freebase.com/ns/m/02pnxkp,n82090366,http://dbpedia.org/resource/University_of_North_Carolina_Press,,,,,false
University of North Texas Press,,,Publisher,,,0000000093493860,,10224,http://www.lib.ncsu.edu/ld/onld/00001935,137374754,http://rdf.freebase.com/ns/m/02pnz68,n97000023,http://dbpedia.org/resource/University_of_North_Texas_Press,,,,,false
University of Notre Dame Press,,,Publisher,,,,,10231,http://www.lib.ncsu.edu/ld/onld/00001936,296208860,http://rdf.freebase.com/ns/m/02pphw5,,http://dbpedia.org/resource/University_of_Notre_Dame_Press,,,,,false
University of Oklahoma Press,,,Publisher,,,0000000105630296,,10236,http://www.lib.ncsu.edu/ld/onld/00001937,158343182,http://rdf.freebase.com/ns/m/0287k8d,n85180939,http://dbpedia.org/resource/University_of_Oklahoma_Press,,,,,false
University of Oregon,,,Publisher,,,0000000419368008,,10243,http://www.lib.ncsu.edu/ld/onld/00002261,125426825,http://rdf.freebase.com/ns/m/01n6r0,n80126183,http://dbpedia.org/resource/University_of_Oregon,,,,,false
University of Oregon Press,,,Publisher,,,,,10250,http://www.lib.ncsu.edu/ld/onld/00002262,,http://rdf.freebase.com/ns/m/02qpwd3,,http://dbpedia.org/resource/University_of_Oregon_Press,,,,,false
University of Oregon. School of Law,,,Publisher,,,0000000107016011,,10254,http://www.lib.ncsu.edu/ld/onld/00002263,147102482,http://rdf.freebase.com/ns/m/0285vz3,n79089747,http://dbpedia.org/resource/University_of_Oregon_School_of_Law,,,,,false
University of Ottawa Press,,,Publisher,,,0000000092661033,,10261,http://www.lib.ncsu.edu/ld/onld/00001939,135965961,http://rdf.freebase.com/ns/m/02pq2gp,n82155369,http://dbpedia.org/resource/University_of_Ottawa_Press,,,,,false
Pion,,,Publisher,,,,,,,311293036,,,,,,,,false
University of Pennsylvania Press,,,Publisher,,,0000000106345307,,10268,http://www.lib.ncsu.edu/ld/onld/00001938,159571939,http://rdf.freebase.com/ns/m/02pckhm,n89640625,http://dbpedia.org/resource/University_of_Pennsylvania_Press,,,,,false
University of Pittsburgh Press,,,Publisher,,,0000000106707304,,10275,http://www.lib.ncsu.edu/ld/onld/00001940,147467959,http://rdf.freebase.com/ns/m/060_l8,n91081421,http://dbpedia.org/resource/University_of_Pittsburgh_Press,,,,,false
American Cancer Society,,,Publisher,,,000000010945404X,,1028,http://www.lib.ncsu.edu/ld/onld/00000076,151773508,http://rdf.freebase.com/ns/m/02l6ql,n79039851,http://dbpedia.org/resource/American_Cancer_Society,,,,,false
University of Queensland Press,,,Publisher,,,000000012174279X,,10282,http://www.lib.ncsu.edu/ld/onld/00001941,143578354,http://rdf.freebase.com/ns/m/05b_xy7,n79052671,http://dbpedia.org/resource/University_of_Queensland_Press,,,,,false
University of South Carolina Press,,,Publisher,,,,,10289,http://www.lib.ncsu.edu/ld/onld/00001943,170891878,http://rdf.freebase.com/ns/m/02pqmct,ns2011000157,,,,,,false
University of Sydney. Post-Graduate Foundation in Veterinary Science,,,Publisher,,,0000000121549906,,10294,http://www.lib.ncsu.edu/ld/onld/00001093,127915548,http://rdf.freebase.com/ns/m/043rpg5,n85276711,,,,,,false
Abbeville Press,,,Publisher,,,0000000094156073,,103,http://www.lib.ncsu.edu/ld/onld/00002054,138519587,http://rdf.freebase.com/ns/m/0d34ztx,n92079257,http://dbpedia.org/resource/Abbeville_Publishing_Group,,,,,false
University of Tennessee Press,,,Publisher,,,,,10300,http://www.lib.ncsu.edu/ld/onld/00001898,304671374,http://rdf.freebase.com/ns/m/02ptssz,,http://dbpedia.org/resource/University_of_Tennessee_Press,,,,,false
"University of Tennessee, Knoxville",,,Publisher,,,0000000123151184,,10305,http://www.lib.ncsu.edu/ld/onld/00001899,155263207,http://rdf.freebase.com/ns/m/01qgr3,n80003889,http://dbpedia.org/resource/University_of_Tennessee,,,,,false
University of Texas Press,,,Publisher,,,0000000122917264,,10312,http://www.lib.ncsu.edu/ld/onld/00001944,154811180,http://rdf.freebase.com/ns/m/0gcyzj,n83187627,http://dbpedia.org/resource/University_of_Texas_Press,,,,,false
University of Toronto,,,Publisher,,,0000000121572938,,10319,http://www.lib.ncsu.edu/ld/onld/00001734,130333233,http://rdf.freebase.com/ns/m/07wjk,n79075463,http://dbpedia.org/resource/University_of_Toronto,,,,,false
University of Toronto Press,,,Publisher,,,0000000106825087,,10326,http://www.lib.ncsu.edu/ld/onld/00001824,126595939,http://rdf.freebase.com/ns/m/05tnrx,no89008560,http://dbpedia.org/resource/University_of_Toronto_Press,,,,,false
University of Toronto. Institute for Women's Studies & Gender Studies,,,Publisher,,,0000000094031318,,10333,http://www.lib.ncsu.edu/ld/onld/00002184,138328556,,no2001057276,,,,,,false
University of Utah Press,,,Publisher,,,0000000097595485,,10338,http://www.lib.ncsu.edu/ld/onld/00001945,144462021,http://rdf.freebase.com/ns/m/02pwc2c,n2006003332,http://dbpedia.org/resource/University_of_Utah_Press,,,,,false
University of Virginia,,,Publisher,,,000000008850908X,,10345,http://www.lib.ncsu.edu/ld/onld/00001280,292075782,http://rdf.freebase.com/ns/m/0g8rj,n79053979,http://dbpedia.org/resource/University_of_Virginia,,,,,false
American Ceramic Society,,,Publisher,,,0000000121782417,,1035,http://www.lib.ncsu.edu/ld/onld/00000151,145893414,http://rdf.freebase.com/ns/m/02x7k4x,n80049820,http://dbpedia.org/resource/American_Ceramic_Society,,,,,false
University of Wales Press,,,Publisher,,,0000000093590986,,10352,http://www.lib.ncsu.edu/ld/onld/00001946,137519661,http://rdf.freebase.com/ns/m/0drsjg,no98040847,http://dbpedia.org/resource/University_of_Wales_Press,,,,,false
University of Washington,,,Publisher,,,0000000122986657,,10359,http://www.lib.ncsu.edu/ld/onld/00002267,154911632,http://rdf.freebase.com/ns/m/07t90,n79054596,http://dbpedia.org/resource/University_of_Washington,,,,,false
University of Washington Press,,,Publisher,,,0000000106571961,,10366,http://www.lib.ncsu.edu/ld/onld/00001827,124530435,http://rdf.freebase.com/ns/m/0f8nsk,n2002065857,http://dbpedia.org/resource/University_of_Washington_Press,,,,,false
University of Western Australia Press,,,Publisher,,,,,10373,http://www.lib.ncsu.edu/ld/onld/00001947,261376491,http://rdf.freebase.com/ns/m/03yhvgh,n2006057395,http://dbpedia.org/resource/UWA_Publishing,,,,,false
University of Wisconsin Press,,,Publisher,,,,,10379,http://www.lib.ncsu.edu/ld/onld/00001279,142839588,http://rdf.freebase.com/ns/m/02pxr03,,http://dbpedia.org/resource/University_of_Wisconsin_Press,,,,,false
"University of Wisconsin, Madison",,,Publisher,,,0000000119418229,,10384,http://www.lib.ncsu.edu/ld/onld/00002183,228265704,,n78080650,,,,,,false
University of Zagreb. Faculty of Agriculture,,,Publisher,,,,,10389,http://www.lib.ncsu.edu/ld/onld/00000835,,,,,,,,,false
University of Zagreb. Faculty of Food Technology and Biotechnology,,,Publisher,,,0000000106673116,,10391,http://www.lib.ncsu.edu/ld/onld/00000836,266497187,,no97054422,,,,,,false
University of Zagreb. Faculty of Forestry,,,Publisher,,,,,10396,http://www.lib.ncsu.edu/ld/onld/00000834,305482562,,,,,,,,false
University of Zagreb. Faculty of Physical Education,,,Publisher,,,,,10399,http://www.lib.ncsu.edu/ld/onld/00000837,263554071,,,,,,,,false
University of Zagreb. Faculty of Political Sciences,,,Publisher,,,0000000114565174,,10402,http://www.lib.ncsu.edu/ld/onld/00000838,124389134,,n84192617,,,,,,false
University of Zagreb. School of Medicine,,,Publisher,,,0000000121510921,,10407,http://www.lib.ncsu.edu/ld/onld/00000839,124912884,,no2010174946,http://dbpedia.org/resource/University_of_Zagreb_School_of_Medicine,,,,,false
University Press of America,,,Publisher,,,0000000087957702,,10413,http://www.lib.ncsu.edu/ld/onld/00001928,127821873,http://rdf.freebase.com/ns/m/02q5xrj,n78056250,,,,,,false
University Press of Colorado,,,Publisher,,,,,10419,http://www.lib.ncsu.edu/ld/onld/00001919,156247275,http://rdf.freebase.com/ns/m/0288lxc,no97058290,http://dbpedia.org/resource/University_Press_of_Colorado,,,,,false
American Chemical Society,,,Publisher,,,0000000109440166,,1042,http://www.lib.ncsu.edu/ld/onld/00000001,143644441,http://rdf.freebase.com/ns/m/027bv9,n78088941,http://dbpedia.org/resource/American_Chemical_Society,,,,,false
University Press of Florida,,,Publisher,,,0000000104352933,,10425,http://www.lib.ncsu.edu/ld/onld/00001920,156123296,http://rdf.freebase.com/ns/m/0f1rxz,n99033566,http://dbpedia.org/resource/University_Press_of_Florida,,,,,false
University Press of Kentucky,,,Publisher,,,0000000087972961,,10432,http://www.lib.ncsu.edu/ld/onld/00001929,127846763,http://rdf.freebase.com/ns/m/066y1t,n81005759,http://dbpedia.org/resource/University_Press_of_Kentucky,,,,,false
University Press of Virginia,,,Publisher,,,,,10439,http://www.lib.ncsu.edu/ld/onld/00001927,143525590,http://rdf.freebase.com/ns/m/0286sk1,nr97037051,http://dbpedia.org/resource/University_of_Virginia_Press,,,,,false
University Publications of America,,,Publisher,,,,,10445,http://www.lib.ncsu.edu/ld/onld/00001382,153365926,http://rdf.freebase.com/ns/m/0fpqq93,n88201030,,,,,,false
University Science Books,,,Publisher,,,,,10450,http://www.lib.ncsu.edu/ld/onld/00001143,146588719,,n81044355,,,,,,false
Update Software Inc.,,,Publisher,,,,,10454,http://www.lib.ncsu.edu/ld/onld/00001547,,,,,,,,,false
Urban Institute,,,Publisher,,,0000000122481931,,10456,http://www.lib.ncsu.edu/ld/onld/00000750,124319186,http://rdf.freebase.com/ns/m/08m_hg,n79018212,http://dbpedia.org/resource/Urban_Institute,,,,,false
Urban Land Institute,,,Publisher,,,0000000121677991,,10463,http://www.lib.ncsu.edu/ld/onld/00000603,138298024,http://rdf.freebase.com/ns/m/08_gwl,n79018349,http://dbpedia.org/resource/Urban_Land_Institute,,,,,false
"Urner Barry Publications, Inc.",,,Publisher,,,,,10470,http://www.lib.ncsu.edu/ld/onld/00001548,,,,,,,,,false
US News & World Report,,,Publisher,,,,,10472,http://www.lib.ncsu.edu/ld/onld/00001361,,http://rdf.freebase.com/ns/m/029wc8,,http://dbpedia.org/resource/US_News_and_World_Report,,,,,false
USA Koi,,,Publisher,,,,,10476,http://www.lib.ncsu.edu/ld/onld/00001146,,,,,,,,,false
Utsunomiya University. College of Agriculture,,,Publisher,,,,,10478,http://www.lib.ncsu.edu/ld/onld/00001414,,,,,,,,,false
Valley Vet Supply,,,Publisher,,,,,10480,http://www.lib.ncsu.edu/ld/onld/00001147,,,,,,,,,false
"Value Line, Inc.",,,Publisher,,,0000000095518793,,10482,http://www.lib.ncsu.edu/ld/onld/00001195,140876022,http://rdf.freebase.com/ns/m/04jl72,n94077668,"http://dbpedia.org/resource/Value_Line,_Inc.",,,,,false
Vance Publishing Corporation,,,Publisher,,,0000000094775480,,10489,http://www.lib.ncsu.edu/ld/onld/00001356,139600963,http://rdf.freebase.com/ns/m/0101f0cj,n84021133,,,,,,false
American Chemistry Council,,,Publisher,,,,,1049,http://www.lib.ncsu.edu/ld/onld/00001399,123003961,http://rdf.freebase.com/ns/m/02mrtp,no2006043235,http://dbpedia.org/resource/American_Chemistry_Council,,,,,false
Vanderbilt University,,,Publisher,,,0000000122647217,,10495,http://www.lib.ncsu.edu/ld/onld/00001096,132142553,http://rdf.freebase.com/ns/m/01pq4w,n79081473,http://dbpedia.org/resource/Vanderbilt_University,,,,,false
Vedams Books,,,Publisher,,,,,10502,http://www.lib.ncsu.edu/ld/onld/00001148,,,,,,,,,false
Venture Publishing,,,Publisher,,,,,10504,http://www.lib.ncsu.edu/ld/onld/00001149,150441764,http://rdf.freebase.com/ns/m/0107j6zk,no2003067392,,,,,,false
Verlag der Zeitschrift für Naturforschung,,,Publisher,,,,,10509,http://www.lib.ncsu.edu/ld/onld/00001196,,,,,,,,,false
Verlag Georg D.W. Callwey,,,Publisher,,,0000000107206819,,10511,http://www.lib.ncsu.edu/ld/onld/00001006,148932809,,n81067404,,,,,,false
Verlag Natur & Wissenschaft,,,Publisher,,,,,10516,http://www.lib.ncsu.edu/ld/onld/00001486,212459404,,,,,,,,false
Verlag Paul Parey,,,Publisher,,,,,10519,http://www.lib.ncsu.edu/ld/onld/00000652,235024447,,n85064148,,,,,,false
Veterinary Educational Textbooks & Supplies,,,Publisher,,,,,10523,http://www.lib.ncsu.edu/ld/onld/00001150,,,,,,,,,false
"Veterinary Information Network, Inc.",,,Publisher,,,,,10525,http://www.lib.ncsu.edu/ld/onld/00001151,,,,,,,,,false
Veterinary Learning Systems Co.,,,Publisher,,,0000000090026343,,10527,http://www.lib.ncsu.edu/ld/onld/00001235,131397550,,n84065144,,,,,,false
Vieweg,,,Publisher,,,,,10532,http://www.lib.ncsu.edu/ld/onld/00000579,,http://rdf.freebase.com/ns/m/05pw0qx,,http://dbpedia.org/resource/Vieweg,,,,,false
Villanova University School of Law,,,Publisher,,,0000000121586686,,10536,http://www.lib.ncsu.edu/ld/onld/00000375,131288666,http://rdf.freebase.com/ns/m/02p80mq,n79146707,http://dbpedia.org/resource/Villanova_University_School_of_Law,,,,,false
Virginia Polytechnic Institute & State University. College of Natural Resources,,,Publisher,,,,,10543,http://www.lib.ncsu.edu/ld/onld/00001153,144576758,,no2001015616,,,,,,false
"Virginia Tech. University Libraries, Digital Library and Archives",,,Publisher,,,,,10547,http://www.lib.ncsu.edu/ld/onld/00001815,261704119,,no97009359,,,,,,false
American Cleft Palate Association,,,Publisher,,,0000000093095184,,1055,http://www.lib.ncsu.edu/ld/onld/00000333,136621106,,n81010450,,,,,,false
Vision Quest Film & Video Productions,,,Publisher,,,,,10551,http://www.lib.ncsu.edu/ld/onld/00000806,,,,,,,,,false
Von Karman Institute for Fluid Dynamics,,,Publisher,,,0000000119564445,,10553,http://www.lib.ncsu.edu/ld/onld/00000617,134731386,http://rdf.freebase.com/ns/m/02l3y2,n80090304,http://dbpedia.org/resource/Von_Karman_Institute_for_Fluid_Dynamics_(VKI),,,,,false
W.B. Saunders & Company,,,Publisher,,,,,10560,http://www.lib.ncsu.edu/ld/onld/00000914,144656422,http://rdf.freebase.com/ns/m/05pt0fs,no2010076485,http://dbpedia.org/resource/Saunders_(imprint),,,,,false
W.D. Hoard & Sons,,,Publisher,,,0000000091433805,,10566,http://www.lib.ncsu.edu/ld/onld/00001027,133818464,,n89639005,,,,,,false
W.H. Freeman & Company,,,Publisher,,,0000000107231926,,10571,http://www.lib.ncsu.edu/ld/onld/00001243,135104646,http://rdf.freebase.com/ns/m/05yfbjw,n88014104,http://dbpedia.org/resource/W.H._Freeman_and_Company,,,,,false
W.K. Kellogg Foundation,,,Publisher,,,,,10578,http://www.lib.ncsu.edu/ld/onld/00001413,140140023,http://rdf.freebase.com/ns/m/058l13,n79055095,http://dbpedia.org/resource/W.K._Kellogg_Foundation,,,,,false
Wabi-Sabi Productions,,,Publisher,,,,,10584,http://www.lib.ncsu.edu/ld/onld/00001154,136387751,,no2003119835,,,,,,false
Wageningen Academic Publishers,,,Publisher,,,,,10588,http://www.lib.ncsu.edu/ld/onld/00001469,296195668,http://rdf.freebase.com/ns/m/0gls8ph,,http://dbpedia.org/resource/Wageningen_Academic_Publishers,,,,,false
Wageningen Agricultural University,,,Publisher,,,,,10593,http://www.lib.ncsu.edu/ld/onld/00001411,,http://rdf.freebase.com/ns/m/04kdhm,,http://dbpedia.org/resource/Wageningen_University_and_Research_Centre,,,,,false
Walleye Systems,,,Publisher,,,,,10597,http://www.lib.ncsu.edu/ld/onld/00001155,,,,,,,,,false
De Gruyter,,,Publisher,,,0000000117029756,,10599,http://www.lib.ncsu.edu/ld/onld/00000822,134881726,http://rdf.freebase.com/ns/m/027pjff,n81126942,http://dbpedia.org/resource/Walter_de_Gruyter,,,,,false
American College Counseling Association,,,Publisher,,,,,1060,http://www.lib.ncsu.edu/ld/onld/00000689,153924602,http://rdf.freebase.com/ns/m/0whzkmb,no98096675,http://dbpedia.org/resource/American_College_Counseling_Association,,,,,false
"Warren, Gorham & Lamont",,,Publisher,,,0000000097454631,,10606,http://www.lib.ncsu.edu/ld/onld/00000251,262178789,http://rdf.freebase.com/ns/m/0fpcz0f,n79084051,"http://dbpedia.org/resource/Warren,_Gorham_&_Lamont",,,,,false
Washington State Department of Natural Resources,,,Publisher,,,,,10613,http://www.lib.ncsu.edu/ld/onld/00001412,124255891,http://rdf.freebase.com/ns/m/04q6kp_,n80051133,http://dbpedia.org/resource/Washington_Department_of_Natural_Resources,,,,,false
Washington State University Cooperative Extension,,,Publisher,,,0000000106894058,,10619,http://www.lib.ncsu.edu/ld/onld/00001618,133616798,,n81152292,,,,,,false
Water Environment Federation,,,Publisher,,,0000000122934187,,10624,http://www.lib.ncsu.edu/ld/onld/00000334,142606428,http://rdf.freebase.com/ns/m/07s8sh,n92011743,http://dbpedia.org/resource/Water_Environment_Federation,,,,,false
Wayne County (N.C.),,,Publisher,,,,,10631,http://www.lib.ncsu.edu/ld/onld/00001197,145409301,http://rdf.freebase.com/ns/m/0n3k2,n79151523,"http://dbpedia.org/resource/Wayne_County,_North_Carolina",,,,,false
"Webster's Bookstore Cafe, Inc.",,,Publisher,,,,,10637,http://www.lib.ncsu.edu/ld/onld/00001409,,,,,,,,,false
West,,,Publisher,,,0000000121545091,,10639,http://www.lib.ncsu.edu/ld/onld/00001278,127647518,,n79043989,http://dbpedia.org/resource/West_(publisher),,,,,false
West Virginia Academy of Science,,,Publisher,,,,,10645,http://www.lib.ncsu.edu/ld/onld/00001410,147013154,,nr88005833,,,,,,false
West Virginia University Press,,,Publisher,,,0000000102443006,,10649,http://www.lib.ncsu.edu/ld/onld/00002154,152790712,http://rdf.freebase.com/ns/m/02pxnj8,no2003113019,http://dbpedia.org/resource/West_Virginia_University_Press,,,,,false
West Virginia University. Agricultural & Forestry Experiment Station,,,Publisher,,,,,10656,http://www.lib.ncsu.edu/ld/onld/00001775,124859963,,n50004479,,,,,,false
American College of Chest Physicians,,,Publisher,,,0000000109454832,,1066,http://www.lib.ncsu.edu/ld/onld/00000726,152294760,http://rdf.freebase.com/ns/m/050_hc,n50060120,http://dbpedia.org/resource/American_College_of_Chest_Physicians,,,,,false
West Virginia University. Wise Library,,,Publisher,,,,,10660,http://www.lib.ncsu.edu/ld/onld/00001406,,,,,,,,,false
Western Illinois University,,,Publisher,,,0000000121791284,,10662,http://www.lib.ncsu.edu/ld/onld/00000386,146354571,http://rdf.freebase.com/ns/m/02zd2b,n79150263,http://dbpedia.org/resource/Western_Illinois_University,,,,,false
Western State University Law Review Association,,,Publisher,,,,,10669,http://www.lib.ncsu.edu/ld/onld/00000368,,,,,,,,,false
